timestamp,elapsed_min,gc_collected_gen0,gc_collected_gen1,gc_collected_gen2,gc_uncollectable_gen0,gc_uncollectable_gen1,gc_uncollectable_gen2,gc_collections_gen0,gc_collections_gen1,gc_collections_gen2,process_rss_bytes,process_vm_bytes,process_cpu_seconds,open_fds,ccx_received,ccx_failures_ocp,ccx_processed_ocp,ccx_published_ocp,broker_instances,broker_exceptions,broker_tracebacks
2026-04-01 11:41:51,0,1583.0,849.0,203.0,0.0,0.0,0.0,242.0,22.0,1.0,9.037824e+07,1.167245312e+09,2.3,26.0,80.0,0.0,80.0,80.0,0,0,0
2026-04-01 11:42:03,0,1841.0,849.0,346.0,0.0,0.0,0.0,244.0,22.0,2.0,9.037824e+07,1.168293888e+09,4.28,26.0,179.0,0.0,179.0,179.0,0,0,0
2026-04-01 11:42:15,0,2147.0,849.0,346.0,0.0,0.0,0.0,246.0,22.0,2.0,9.037824e+07,1.168293888e+09,6.16,29.0,279.0,0.0,278.0,278.0,0,0,0
2026-04-01 11:42:27,0,2300.0,849.0,346.0,0.0,0.0,0.0,247.0,22.0,2.0,9.0509312e+07,1.168293888e+09,8.08,26.0,378.0,0.0,378.0,378.0,0,0,0
2026-04-01 11:42:39,0,2630.0,849.0,346.0,0.0,0.0,0.0,249.0,22.0,2.0,9.0509312e+07,1.168293888e+09,9.969999999999999,29.0,477.0,0.0,476.0,476.0,0,0,0
2026-04-01 11:42:51,1,3008.0,849.0,346.0,0.0,0.0,0.0,250.0,22.0,2.0,9.0509312e+07,1.168293888e+09,11.92,26.0,576.0,0.0,576.0,576.0,0,0,0
2026-04-01 11:43:03,1,3008.0,849.0,346.0,0.0,0.0,0.0,250.0,22.0,2.0,9.0509312e+07,1.168293888e+09,13.74,29.0,674.0,0.0,673.0,673.0,0,0,0
2026-04-01 11:43:15,1,3335.0,849.0,346.0,0.0,0.0,0.0,251.0,22.0,2.0,9.0509312e+07,1.168293888e+09,15.58,29.0,772.0,0.0,771.0,771.0,0,0,0
2026-04-01 11:43:27,1,3629.0,849.0,346.0,0.0,0.0,0.0,252.0,22.0,2.0,9.0509312e+07,1.168293888e+09,17.43,29.0,870.0,0.0,869.0,869.0,0,0,0
2026-04-01 11:43:39,1,3923.0,849.0,346.0,0.0,0.0,0.0,253.0,22.0,2.0,9.0509312e+07,1.168293888e+09,19.330000000000002,26.0,968.0,0.0,968.0,968.0,0,0,0
2026-04-01 11:43:51,2,3923.0,1227.0,346.0,0.0,0.0,0.0,253.0,23.0,2.0,9.0509312e+07,1.168293888e+09,21.16,29.0,1068.0,0.0,1067.0,1067.0,0,0,0
2026-04-01 11:44:02,2,4139.0,1227.0,346.0,0.0,0.0,0.0,254.0,23.0,2.0,9.0640384e+07,1.168293888e+09,23.07,26.0,1166.0,0.0,1166.0,1166.0,0,0,0
2026-04-01 11:44:14,2,4517.0,1227.0,346.0,0.0,0.0,0.0,255.0,23.0,2.0,9.0640384e+07,1.168293888e+09,24.88,26.0,1265.0,0.0,1265.0,1265.0,0,0,0
2026-04-01 11:44:26,2,4895.0,1227.0,346.0,0.0,0.0,0.0,256.0,23.0,2.0,9.0640384e+07,1.168293888e+09,26.79,27.0,1365.0,0.0,1364.0,1364.0,0,0,0
2026-04-01 11:44:38,2,5273.0,1227.0,346.0,0.0,0.0,0.0,257.0,23.0,2.0,9.0640384e+07,1.168293888e+09,28.66,29.0,1465.0,0.0,1464.0,1464.0,0,0,0
2026-04-01 11:44:51,3,5273.0,1227.0,346.0,0.0,0.0,0.0,257.0,23.0,2.0,9.0640384e+07,1.168293888e+09,30.42,26.0,1563.0,0.0,1563.0,1563.0,0,0,0
2026-04-01 11:45:02,3,5651.0,1227.0,346.0,0.0,0.0,0.0,258.0,23.0,2.0,9.0640384e+07,1.168293888e+09,32.4,26.0,1661.0,0.0,1661.0,1661.0,0,0,0
2026-04-01 11:45:14,3,6029.0,1227.0,346.0,0.0,0.0,0.0,259.0,23.0,2.0,9.0640384e+07,1.168293888e+09,34.24,26.0,1760.0,0.0,1759.0,1759.0,0,0,0
2026-04-01 11:45:26,3,6407.0,1227.0,346.0,0.0,0.0,0.0,260.0,23.0,2.0,9.0640384e+07,1.168293888e+09,36.11,26.0,1858.0,0.0,1858.0,1858.0,0,0,0
2026-04-01 11:45:38,3,6785.0,1227.0,346.0,0.0,0.0,0.0,261.0,23.0,2.0,9.0640384e+07,1.168293888e+09,37.97,26.0,1955.0,0.0,1955.0,1955.0,0,0,0
2026-04-01 11:45:50,3,6785.0,1227.0,346.0,0.0,0.0,0.0,261.0,23.0,2.0,9.0640384e+07,1.168293888e+09,39.85,26.0,2054.0,0.0,2054.0,2054.0,0,0,0
2026-04-01 11:46:02,4,7184.0,1227.0,346.0,0.0,0.0,0.0,262.0,23.0,2.0,9.0640384e+07,1.168293888e+09,41.739999999999995,26.0,2153.0,0.0,2153.0,2153.0,0,0,0
2026-04-01 11:46:14,4,7685.0,1227.0,346.0,0.0,0.0,0.0,263.0,23.0,2.0,9.0640384e+07,1.168293888e+09,43.62,28.0,2253.0,0.0,2252.0,2252.0,0,0,0
2026-04-01 11:46:26,4,7685.0,1227.0,346.0,0.0,0.0,0.0,263.0,23.0,2.0,9.0771456e+07,1.168293888e+09,45.49,26.0,2351.0,0.0,2351.0,2351.0,0,0,0
2026-04-01 11:46:38,4,8189.0,1227.0,346.0,0.0,0.0,0.0,264.0,23.0,2.0,9.0771456e+07,1.168293888e+09,47.410000000000004,26.0,2450.0,0.0,2450.0,2450.0,0,0,0
2026-04-01 11:46:50,4,8189.0,1227.0,346.0,0.0,0.0,0.0,264.0,23.0,2.0,9.0771456e+07,1.168293888e+09,49.3,27.0,2550.0,0.0,2549.0,2549.0,0,0,0
2026-04-01 11:47:02,5,8189.0,1623.0,346.0,0.0,0.0,0.0,264.0,24.0,2.0,9.0771456e+07,1.168293888e+09,51.21,29.0,2648.0,0.0,2647.0,2647.0,0,0,0
2026-04-01 11:47:14,5,8483.0,1623.0,346.0,0.0,0.0,0.0,265.0,24.0,2.0,9.0771456e+07,1.168293888e+09,53.07,26.0,2747.0,0.0,2747.0,2747.0,0,0,0
2026-04-01 11:47:26,5,8987.0,1623.0,346.0,0.0,0.0,0.0,266.0,24.0,2.0,9.0771456e+07,1.168293888e+09,55.0,26.0,2847.0,0.0,2847.0,2847.0,0,0,0
2026-04-01 11:47:38,5,8987.0,1623.0,346.0,0.0,0.0,0.0,266.0,24.0,2.0,9.0771456e+07,1.168293888e+09,56.84,29.0,2946.0,0.0,2945.0,2945.0,0,0,0
2026-04-01 11:47:50,5,9377.0,1623.0,346.0,0.0,0.0,0.0,267.0,24.0,2.0,9.0771456e+07,1.168293888e+09,58.790000000000006,29.0,3045.0,0.0,3044.0,3044.0,0,0,0
2026-04-01 11:48:02,6,9674.0,1623.0,346.0,0.0,0.0,0.0,268.0,24.0,2.0,9.0771456e+07,1.168293888e+09,60.629999999999995,26.0,3143.0,0.0,3143.0,3143.0,0,0,0
2026-04-01 11:48:14,6,10178.0,1623.0,346.0,0.0,0.0,0.0,269.0,24.0,2.0,9.0771456e+07,1.168293888e+09,62.49,26.0,3242.0,0.0,3242.0,3242.0,0,0,0
2026-04-01 11:48:26,6,10178.0,1623.0,346.0,0.0,0.0,0.0,269.0,24.0,2.0,9.0771456e+07,1.168293888e+09,64.35000000000001,29.0,3340.0,0.0,3339.0,3339.0,0,0,0
2026-04-01 11:48:37,6,10559.0,1623.0,346.0,0.0,0.0,0.0,270.0,24.0,2.0,9.0771456e+07,1.168293888e+09,66.24,26.0,3438.0,0.0,3438.0,3438.0,0,0,0
2026-04-01 11:48:49,6,11063.0,1623.0,346.0,0.0,0.0,0.0,271.0,24.0,2.0,9.0771456e+07,1.168293888e+09,68.1,26.0,3537.0,0.0,3537.0,3537.0,0,0,0
2026-04-01 11:49:01,7,11063.0,1623.0,346.0,0.0,0.0,0.0,271.0,24.0,2.0,9.0771456e+07,1.168293888e+09,70.00999999999999,26.0,3635.0,0.0,3635.0,3635.0,0,0,0
2026-04-01 11:49:13,7,11567.0,1623.0,346.0,0.0,0.0,0.0,272.0,24.0,2.0,9.0771456e+07,1.168293888e+09,71.82000000000001,26.0,3733.0,0.0,3733.0,3733.0,0,0,0
2026-04-01 11:49:25,7,11567.0,1623.0,346.0,0.0,0.0,0.0,272.0,24.0,2.0,9.0771456e+07,1.168293888e+09,73.72,27.0,3833.0,0.0,3833.0,3833.0,0,0,0
2026-04-01 11:49:37,7,12038.0,1623.0,346.0,0.0,0.0,0.0,273.0,24.0,2.0,9.0771456e+07,1.168293888e+09,75.56,27.0,3931.0,0.0,3930.0,3930.0,0,0,0
2026-04-01 11:49:49,7,12542.0,1623.0,346.0,0.0,0.0,0.0,274.0,24.0,2.0,9.0771456e+07,1.168293888e+09,77.44,29.0,4029.0,0.0,4028.0,4028.0,0,0,0
2026-04-01 11:50:01,8,12542.0,1623.0,346.0,0.0,0.0,0.0,274.0,24.0,2.0,9.0771456e+07,1.168293888e+09,79.42,26.0,4128.0,0.0,4128.0,4128.0,0,0,0
2026-04-01 11:50:13,8,13046.0,1623.0,346.0,0.0,0.0,0.0,275.0,24.0,2.0,9.0771456e+07,1.168293888e+09,81.30000000000001,26.0,4226.0,0.0,4225.0,4225.0,0,0,0
2026-04-01 11:50:25,8,13046.0,1623.0,346.0,0.0,0.0,0.0,275.0,24.0,2.0,9.0771456e+07,1.168293888e+09,83.13999999999999,26.0,4324.0,0.0,4324.0,4324.0,0,0,0
2026-04-01 11:50:37,8,13046.0,2124.0,346.0,0.0,0.0,0.0,275.0,25.0,2.0,9.0771456e+07,1.168293888e+09,85.14,29.0,4423.0,0.0,4422.0,4422.0,0,0,0
2026-04-01 11:50:49,8,13307.0,2124.0,346.0,0.0,0.0,0.0,276.0,25.0,2.0,9.0771456e+07,1.168293888e+09,86.97,26.0,4521.0,0.0,4521.0,4521.0,0,0,0
2026-04-01 11:51:01,9,13811.0,2124.0,346.0,0.0,0.0,0.0,277.0,25.0,2.0,9.0771456e+07,1.168293888e+09,88.99,26.0,4620.0,0.0,4620.0,4620.0,0,0,0
2026-04-01 11:51:13,9,13811.0,2124.0,346.0,0.0,0.0,0.0,277.0,25.0,2.0,9.0771456e+07,1.168293888e+09,90.85,26.0,4717.0,0.0,4717.0,4717.0,0,0,0
2026-04-01 11:51:24,9,14312.0,2124.0,346.0,0.0,0.0,0.0,278.0,25.0,2.0,9.0771456e+07,1.168293888e+09,92.8,27.0,4816.0,0.0,4815.0,4815.0,0,0,0
2026-04-01 11:51:36,9,14312.0,2124.0,346.0,0.0,0.0,0.0,278.0,25.0,2.0,9.0771456e+07,1.168293888e+09,94.69,29.0,4914.0,0.0,4913.0,4913.0,0,0,0
2026-04-01 11:51:48,9,14780.0,2124.0,346.0,0.0,0.0,0.0,279.0,25.0,2.0,9.0771456e+07,1.168293888e+09,95.35,26.0,4946.0,0.0,4946.0,4946.0,0,0,0
